id,cue,response,response_position,response_level,gender,education
698,skill,dexterity,1,2,female,university
698,skill,agility,2,2,female,university
698,skill,precision,3,2,female,university
698,skill,know-how,4,2,female,university
698,skill,craft,5,2,female,university
699,consciousness,clarity,1,2,female,university
699,consciousness,enlightenment,2,2,female,university
699,consciousness,conscious,3,2,female,university
699,consciousness,present,4,2,female,university
699,consciousness,alert,5,2,female,university
699,intelligent life,curiosity,1,2,female,university
699,intelligent life,invention,2,2,female,university
699,intelligent life,quantum,3,2,female,university
699,intelligent life,exploration,4,2,female,university
699,intelligent life,astrobiology,5,2,female,university
699,adaptability,adaptation,1,2,female,university
699,adaptability,maturity,2,2,female,university
699,adaptability,versatileness,3,2,female,university
699,adaptability,metamorphosis,4,2,female,university
699,adaptability,amendability,5,2,female,university
699,neuroscience,myelin,1,2,female,university
699,neuroscience,neurological disorders,2,2,female,university
699,neuroscience,autism,3,2,female,university
699,neuroscience,brainstem,4,2,female,university
699,neuroscience,computational neuroscience,5,2,female,university
699,linguistics,discourse analysis,1,2,female,university
699,linguistics,computational linguistics,2,2,female,university
699,linguistics,anthropological linguistics,3,2,female,university
699,linguistics,lexicography,4,2,female,university
699,linguistics,sign languages,5,2,female,university
700,mental capacity,capacity,1,2,female,university
700,mental capacity,proficiency,2,2,female,university
700,mental capacity,mental agility,3,2,female,university
700,mental capacity,flexibility,4,2,female,university
700,mental capacity,intelligence,5,2,female,university
700,genius,da vinci,1,2,female,university
700,genius,renaissance,2,2,female,university
700,genius,polymath,3,2,female,university
700,genius,visionary,4,2,female,university
700,genius,inventor,5,2,female,university
700,book-smart,knowledgeable,1,2,female,university
700,book-smart,intelligent,2,2,female,university
700,book-smart,academic,3,2,female,university
700,book-smart,scholarly,4,2,female,university
700,book-smart,educated,5,2,female,university
700,street-smart,negociation,1,2,female,university
700,street-smart,gritty,2,2,female,university
700,street-smart,experience,3,2,female,university
700,street-smart,street-wise,4,2,female,university
700,street-smart,tough,5,2,female,university
700,astuteness,perception,1,2,female,university
700,astuteness,cleverness,2,2,female,university
700,astuteness,discernment,3,2,female,university
700,astuteness,savvy,4,2,female,university
700,astuteness,understanding,5,2,female,university
701,brain,research,1,2,female,university
701,brain,development,2,2,female,university
701,brain,evolution,3,2,female,university
701,brain,capacity,4,2,female,university
701,brain,function,5,2,female,university
701,knowledge,thesis,1,2,female,university
701,knowledge,literacy,2,2,female,university
701,knowledge,savvy,3,2,female,university
701,knowledge,proficiency,4,2,female,university
701,knowledge,mastery,5,2,female,university
701,understanding,cognition,1,2,female,university
701,understanding,analysis,2,2,female,university
701,understanding,interpretation,3,2,female,university
701,understanding,connection,4,2,female,university
701,understanding,response,5,2,female,university
701,learning,growth,1,2,female,university
701,learning,education,2,2,female,university
701,learning,books,3,2,female,university
701,learning,knowledge,4,2,female,university
701,learning,curiosity,5,2,female,university
701,wisdom,guidance,1,2,female,university
701,wisdom,foresight,2,2,female,university
701,wisdom,enlightenment,3,2,female,university
701,wisdom,counsel,4,2,female,university
701,wisdom,intelligence,5,2,female,university
702,iq,gifted,1,2,female,university
702,iq,education,2,2,female,university
702,iq,capacity,3,2,female,university
702,iq,evaluate,4,2,female,university
702,iq,learning,5,2,female,university
702,creativity,visionary,1,2,female,university
702,creativity,resourcefulness,2,2,female,university
702,creativity,whimsy,3,2,female,university
702,creativity,creation,4,2,female,university
702,creativity,boldness,5,2,female,university
702,insight,awareness,1,2,female,university
702,insight,foresight,2,2,female,university
702,insight,discernment,3,2,female,university
702,insight,analysis,4,2,female,university
702,insight,reflection,5,2,female,university
702,problem-solving,framework,1,2,female,university
702,problem-solving,thinking,2,2,female,university
702,problem-solving,experimentation,3,2,female,university
702,problem-solving,resolution,4,2,female,university
702,problem-solving,skill,5,2,female,university
702,adaptability,reinvention,1,2,female,university
702,adaptability,fluidity,2,2,female,university
702,adaptability,adjustability,3,2,female,university
702,adaptability,viability,4,2,female,university
702,adaptability,evolution,5,2,female,university
703,cognition,experience,1,2,female,university
703,cognition,deduction,2,2,female,university
703,cognition,cognition theories,3,2,female,university
703,cognition,mental representation,4,2,female,university
703,cognition,heuristics,5,2,female,university
703,memory,encoding,1,2,female,university
703,memory,storage,2,2,female,university
703,memory,decay,3,2,female,university
703,memory,interference,4,2,female,university
703,memory,recall bias,5,2,female,university
703,analysis,methods,1,2,female,university
703,analysis,scientific,2,2,female,university
703,analysis,deduction,3,2,female,university
703,analysis,comparison,4,2,female,university
703,analysis,variables,5,2,female,university
703,comprehension,reading,1,2,female,university
703,comprehension,understanding,2,2,female,university
703,comprehension,clarity,3,2,female,university
703,comprehension,knowledge,4,2,female,university
703,comprehension,insight,5,2,female,university
703,rationality,judgment,1,2,female,university
703,rationality,methodology,2,2,female,university
703,rationality,skepticism,3,2,female,university
703,rationality,problem-solving,4,2,female,university
703,rationality,inference,5,2,female,university
704,expertise,research,1,2,female,university
704,expertise,development,2,2,female,university
704,expertise,innovation,3,2,female,university
704,expertise,intelligence,4,2,female,university
704,expertise,informed,5,2,female,university
704,innovation,breakthrough,1,2,female,university
704,innovation,science,2,2,female,university
704,innovation,entrepreneurship,3,2,female,university
704,innovation,design,4,2,female,university
704,innovation,improvement,5,2,female,university
704,logical,mind,1,2,female,university
704,logical,if-then,2,2,female,university
704,logical,truth,3,2,female,university
704,logical,thought,4,2,female,university
704,logical,process,5,2,female,university
704,intellect,books,1,2,female,university
704,intellect,consciousness,2,2,female,university
704,intellect,debate,3,2,female,university
704,intellect,innovation,4,2,female,university
704,intellect,proficiency,5,2,female,university
704,curiosity,exploration,1,2,female,university
704,curiosity,discovery,2,2,female,university
704,curiosity,learning,3,2,female,university
704,curiosity,inquiry,4,2,female,university
704,curiosity,questions,5,2,female,university
705,smart,educated,1,2,female,university
705,smart,brainy,2,2,female,university
705,smart,savvy,3,2,female,university
705,smart,astute,4,2,female,university
705,smart,perceptive,5,2,female,university
705,genius,imagination,1,2,female,university
705,genius,thinker,2,2,female,university
705,genius,savant,3,2,female,university
705,genius,genius,4,2,female,university
705,genius,breakthrough,5,2,female,university
705,education,enlightenment,1,2,female,university
705,education,skills,2,2,female,university
705,education,development,3,2,female,university
705,education,instruction,4,2,female,university
705,education,graduation,5,2,female,university
705,reasoning,objectivity,1,2,female,university
705,reasoning,subjectivity,2,2,female,university
705,reasoning,assessment,3,2,female,university
705,reasoning,intellect,4,2,female,university
705,reasoning,reflection,5,2,female,university
706,intuition,instinct,1,2,female,university
706,intuition,gut feeling,2,2,female,university
706,intuition,sixth sense,3,2,female,university
706,intuition,insight,4,2,female,university
706,intuition,perception,5,2,female,university
706,artificial intelligence,science fiction,1,2,female,university
706,artificial intelligence,hal 9000,2,2,female,university
706,artificial intelligence,ex machina,3,2,female,university
706,artificial intelligence,her,4,2,female,university
706,artificial intelligence,westworld,5,2,female,university
706,consciousness,intelligence,1,2,female,university
706,consciousness,subjectivity,2,2,female,university
706,consciousness,experience,3,2,female,university
706,consciousness,wakefulness,4,2,female,university
706,consciousness,insight,5,2,female,university
706,savvy,social,1,2,female,university
706,savvy,networking,2,2,female,university
706,savvy,persuasive,3,2,female,university
706,savvy,influence,4,2,female,university
706,savvy,intuitive,5,2,female,university
706,acumen,insight,1,2,female,university
706,acumen,sharpness,2,2,female,university
706,acumen,expertise,3,2,female,university
706,acumen,wisdom,4,2,female,university
