response,response_correct,response_frequency,spelling_check,acronym_check,acronym_candidate
reasons,,1,,,
rebus puzzles,,1,,,
rebuttal,,2,,,
rebuttals,,2,,,
receiving a community award,,1,,,
receiving promotions,,1,,,
receptivity,,1,,,
recess,,3,,,
recharge,,1,,,
recipe from home,,1,,,
recognition,,3,,,
recognizing biases,,1,,,
recommendation algorithms,,2,,,
recommendation letters,,4,,,
recommendation systems,,1,,,
recommendations,,2,,,
record breakers,,1,,,
record times,,1,,,
recursion,,1,,,
recycling,,2,,,
recycling technologies,,1,,,
redshift,,1,likely misspelled,,
references,,2,,,
reflection,,24,,,
reflections,,1,,,
reflective,,2,,,
reflective judgment,,1,,,
reflective thinking,,1,,,
refugee support,,1,,,
regenerative medicine,,1,,,
regression,,1,,,
regrets,,1,,,
relating to someone,,1,,,
relationship advice,,2,,,
relationship counseling,,1,,,
relationship dynamics,,1,,,
relationship issues,,1,,,
relationship management,,2,,,
relationships,,5,,,
relativism,,1,,,
relativity,,7,,,
relativity theory,,2,,,
relaxation,,6,,,
relaxation techniques,,2,,,
relief,,1,,,
relief when it s over,,1,,,
religion,,2,,,
relocating for work,,1,,,
remedial classes,,1,,,
remember birthdays,,1,,,
reminiscing,,1,,,
remote work,,5,,,
remote work technology,,1,,,
renewable energy,,24,,,
renewable energy technologies,,2,,,
renewable resources,,2,,,
renewable scholarships,,1,,,
renowned physicist,,1,,,
rent,,1,,,
replication,,1,,,
report,,1,,,
report card,,3,,,
report cards,,7,,,
reports,,4,,,
reproductive rights,,1,,,
required reading,,1,,,
research,,157,,,
research and development,,3,,,
research assistant,,1,,,
research design,,1,,,
research ethics,,1,,,
research findings,,1,,,
research funding,,3,,,
research grant,,1,,,
research grants,,2,,,
research labs,,1,,,
research methodology,,1,,,
research methods,,2,,,
research paper,,2,,,
research papers,,11,,,
research proposal,,2,,,
research question,,1,,,
research questions,,1,,,
research scholarships,,1,,,
research scientists,,1,,,
research skills,,2,,,
research teams,,1,,,
researcher,,1,,,
researchers,,1,,,
resilience,,12,,,
resilience training,,1,,,
resolution,,3,,,
resource allocation,,1,,,
resource management,,1,,,
resourceful,,9,,,
resourcefulness,,1,,,
respect,,9,,,
respect for differences,,1,,,
respectfulness,,1,,,
responsibility,,1,,,
responsible tourism,,1,,,
responsive,,1,,,
rest,,1,,,
restoring a car,,1,,,
results,,3,,,
resume,,2,,,
resume builder,,1,,,
resume building,,2,,,
retail,,1,,,
retention,,1,,,
retirement savings,,1,,,
retrieval,,1,,,
reusable rockets,,1,,,
revelation,,3,,,
review articles,,1,,,
review panels,,1,,,
review sessions,,1,,,
revision requests,,1,,,
richest man,,1,,,
riddles,,8,,,
rigor,,2,,,
rigorous testing,,1,,,
risk,,1,,,
risk assessment,,3,,,
risk management,,4,,,
risk taker,,1,,,
rituals,,1,,,
rivalry,,1,,,
road trips,,2,,,
robot,,1,,,
robot pets,,1,,,
robot theme parks,,1,,,
robotic surgery,,2,,,
robotics,,45,,,
robotics competitions,,2,,,
robotics engineering,,2,,,
robots,,17,,,
robots taking jobs,,1,,,
rocket,,2,,,
rocket science,,2,,,
rockets,,7,,,
role model,,2,,,
role models,,3,,,
role playing games,,1,,,
rook,,3,,,
rook endgame,,1,,,
rooks,,2,,,
roommate,,2,,,
roommate matching,,1,,,
roommates,,1,,,
route planning,,1,,,
royalties,,1,,,
rugby scores,,1,,,
rules,,4,,,
rumors,,1,,,
s,,1,,,
sabbatical,,2,,,
sacrifice,,1,,,
safe space,,1,,,
safety,,3,,potentially an acronym,Stopping Adults Facilitating the Exploitation of Today's Youth
sagacity,,1,,,
sage,,2,,potentially an acronym,Semi-Automatic Ground Environment
sage advice,,1,,,
salary,,1,,,
sales,,1,,,
sales performance awards,,1,,,
sales tactics,,1,,,
sales techniques,,1,,,
salesmanship,,1,,,
samurai,,1,,,
sapience,,1,,,
sassy,,1,,,
satellite,,2,,,
satellite communication,,1,,,
satellite images,,1,,,
satellite internet,,1,,,
satellite technology,,2,,,
satellite tv,,1,likely misspelled,,
satellites,,6,,,
satisfaction,,1,,,
savant,,3,,,
saving money,,1,,,
savings account,,1,,,
savings plan,,1,,,
savvy,,18,,,
savvy shopper,,1,,,
sayings,,1,,,
scaffolding,,1,,,
scalability,,1,likely misspelled,,
scantron,,1,likely misspelled,,
scavenger hunts,,1,,,
scenario planning,,1,,,
scheduling,,1,,,
schizophrenia,,1,,,
scholar,,4,,,
scholarly,,3,,,
scholarly article,,1,,,
scholarly articles,,9,,,
scholarly communication,,1,,,
scholarly critique,,1,,,
scholarly journals,,1,,,
scholars,,8,,,
scholarship,,46,,,
scholarship applications,,1,,,
scholarship committee,,1,,,
scholarship committees,,3,,,
scholarship database,,1,,,
scholarship deadlines,,1,,,
scholarship dinners,,1,,,
scholarship essay,,1,,,
scholarship essays,,1,,,
scholarship foundations,,1,,,
scholarship gala,,1,,,
scholarship offers,,1,,,
scholarship opportunities,,1,,,
scholarship portals,,4,,,
scholarship programs,,2,,,
scholarship recipients,,1,,,
scholarship renewal,,1,,,
scholarship results,,1,,,
scholarship scams,,1,,,
scholarship search,,2,,,
scholarship search engines,,2,,,
scholarship websites,,2,,,
scholarship workshops,,1,,,
scholarships,,86,,,
scholarships com,,1,,,
scholarships for men,,1,,,
scholarships for women,,2,,,
scholastic achievement,,1,,,
school,,46,,,
school bell,,1,,,
school board decisions,,1,,,
school bus,,1,,,
school competition,,1,,,
school competitions,,1,,,
school counselor,,1,,,
school exams,,2,,,
school grades,,1,,,
school library,,1,,,
school nurse,,1,,,
school projects,,2,,,
school subject,,1,,,
school subjects,,1,,,
school team,,1,,,
school uniforms,,1,,,
schooling,,1,,,
sci fi,,2,likely misspelled,,
sci fi movies,,2,likely misspelled,,
sci fi novels,,1,likely misspelled,,
science,,119,,,
science books,,1,,,
science camps,,1,,,
science class,,1,,,
science classes,,1,,,
science communication,,1,,,
science communicator,,3,,,
science degrees,,1,,,
science documentaries,,1,,,
science experiments,,6,,,
science facts,,1,,,
science fair,,4,,,
science fairs,,4,,,
science fiction,,20,,,
science fiction movies,,1,,,
science guy,,1,,,
science influencer,,1,likely misspelled,,
science journals,,1,,,
science lab,,1,,,
science labs,,2,,,
science nerds,,1,,,
science popularization,,1,,,
science project,,2,,,
science projects,,1,,,
science understanding,,1,,,
scientific breakthroughs,,1,,,
scientific community,,2,,,
scientific contributions,,1,,,
scientific discoveries,,1,,,
scientific discovery,,1,,,
scientific inquiry,,1,,,
scientific journals,,6,,,
scientific literacy,,1,,,
scientific method,,25,,,
scientific methods,,1,,,
scientific mindset,,1,,,
scientific papers,,2,,,
scientific research,,1,,,
scientific theories,,1,,,
scientist,,16,,,
scientists,,14,,,
score reports,,1,,,
scoring,,3,,,
scrapbooking,,1,likely misspelled,,
screen time limitations,,1,,,
screenplay,,1,,,
screens,,1,,,
scripting,,1,,,
scrum,,1,,,
sculpting,,2,,,
sculpture,,5,,,
search engines,,3,,,
second language,,1,,,
second language acquisition,,1,,,
secondary data,,1,,,
secondary source,,1,,,
secret agents,,4,,,
secret codes,,3,,,
secret documents,,1,,,
secret identity,,1,,,
secret messages,,5,,,
secret missions,,3,,,
secret service,,1,,,
secret societies,,1,,,
secret society,,1,,,
secrets,,1,,,
secure communication,,1,,,
secure email,,1,,,
secure passwords,,1,,,
securing a stable job,,1,,,
security,,3,,,
security breaches,,1,,,
security clearance,,1,,,
security deposit,,1,,,
security operations center SOC,,1,,,
security patches,,1,,,
seeking advice,,1,,,
selection criteria,,1,,,
self acceptance,,1,,,
self assembly,,1,,,
self awareness,,11,,,
self care,,3,,,
self care routines,,1,,,
self concept,,1,,,
self confidence,,1,,,
self discipline,,3,,,
self discovery,,2,,,
self driving cars,,13,,,
self driving vehicles,,1,,,
self esteem,,6,,,
self expression,,2,,,
self help,,2,,,
self help books,,2,,,
self improvement,,8,,,
self learning,,1,,,
self motivation,,1,,,
self reflection,,4,,,
self regulation,,1,,,
semantics,,7,,,
semester,,1,,,
semester GPA,,1,,,
semiconductor,,2,,,
seminar,,4,,,
seminars,,29,,,
senior trip,,2,,,
sensation,,1,,,
sense,,1,,,
sensible,,1,,,
sensitivity,,6,,,
sensory processing,,1,,,
sensory systems,,1,,,
sequences,,3,,,
sequencing,,1,,,
sergeant,,1,,,
set theory,,1,,,
setting,,1,,,
setting boundaries,,1,,,
setting goals,,1,,,
sewing,,2,,,
sewing machine,,1,,,
sexual consent,,1,,,
shapes,,1,,,
sharp,,14,,,
sharp as a tack,,1,,,
sharp mind,,1,,,
sharp witted,,1,,,
sharpness,,1,,,
shelves,,1,,,
shiny,,1,,,
shopping,,1,,,
shopping around,,1,,,
shopping trips,,1,,,
shopping wisely,,1,,,
short stories,,2,,,
shrewd,,4,,,
shrewdness,,1,,,
side effects,,1,,,
sidekick,,1,,,
sign language,,3,,,
sign languages,,1,,,
signal intelligence,,1,,,
silence,,3,,,
silicon qubits,,1,likely misspelled,,
silicon valley,,1,,,
simulation,,3,,,
simulation theory,,1,,,
single use plastics,,1,,,
singularity,,3,,,
situation awareness,,1,,,
skateboarding,,1,,,
skepticism,,17,,,
skepticism towards media,,1,,,
sketches,,1,,,
sketching,,1,,,
skill,,2,,,
skill building,,1,,,
skill development,,1,,,
skill mastery,,1,,,
skilled,,5,,,
skillful,,2,,,
skills,,9,,,
skills acquisition,,1,,,
skillset,,1,likely misspelled,,
skin care,,1,,,
skull,,1,,,
slavery,,1,,,
sleek design,,1,,,
sleep,,1,,,
sleep tracking,,1,,,
sleepless nights,,1,,,
sleuth,,1,,,
sliding puzzles,,1,,,
sly,,2,,,
small business,,1,,,
smart,,46,,potentially an acronym,many different meanings
smart adults,,1,,,
smart aleck,,2,likely misspelled,,
smart appliances,,2,,,
smart cities,,2,,,
smart contracts,,3,,,
smart glasses,,2,,,
smart home,,1,,,
smart homes,,16,,,
smart individuals,,1,,,
smart kids,,2,,,
smart people,,20,,,
smart people only,,1,,,
smart phones,,2,,,
smart society,,2,,,
smart solutions,,1,,,
smart strategy,,1,,,
smart watches,,2,,,
smartness,,4,,,
smartphone,,2,,,
smartphones,,9,,,
smartwatch,,3,,,
smartwatches,,4,,,
smooth,,1,,,
snacks,,1,,,
sneaking around,,1,,,
sneaky,,1,,,
snow days,,1,,,
soccer,,1,,,
soccer formations,,1,,,
soccer tactics,,1,,,
social awareness,,1,,,
social cognition,,1,,,
social contract,,4,,,
social cues,,1,,,
social influence,,2,,,
social interactions,,1,,,
social justice,,5,,,
social learning,,1,,,
social media,,28,,,
social media algorithms,,1,,,
social media influence,,1,,,
social media management,,1,,,
social media platforms,,3,,,
social media trends,,2,,,
social network,,1,,,
social networking,,1,,,
social networks,,2,,,
social psychology,,3,,,
social recognition,,2,,,
social responsibility,,1,,,
social sciences,,4,,,
social skills,,6,,,
social status,,1,,,
social stratification,,1,,,
social support,,1,,,
social workers,,1,,,
socialization,,2,,,
society,,1,,,
socio economic disparities,,1,likely misspelled,,
socioeconomic factors,,1,,,
sociolinguistics,,3,likely misspelled,,
sociology,,14,,,
sociology studies,,1,,,
software,,13,,,
software developer,,1,,,
software development,,15,,,
software empire,,1,,,
software engineering,,3,,,
software engineers,,1,,,
software installation,,1,,,
software testing,,1,,,
software tools,,1,,,
software updates,,2,,,
soil types,,1,,,
solar panels,,9,,,
solar power,,2,,,
solar power advancements,,1,,,
solar system,,6,,,
solar system model,,1,,,
soldering,,1,,,
solidarity,,1,,,
solitude,,1,,,
solution,,3,,,
solution focused,,1,,,
solution oriented,,1,,,
solutions,,6,,,
solve,,1,,,
solving a mystery,,1,,,
solving logic puzzles,,1,,,
solving mysteries,,3,,,
solving puzzles,,1,,,
solving riddles,,1,,,
sonnets,,1,,,
sophisticated,,3,,,
sophistication,,2,,,
sorting,,1,,,
sound design,,1,,,
sound waves,,1,,,
space,,8,,,
space colonies,,1,,,
space colony,,1,,,
space debris,,1,,,
space experiments,,1,,,
space exploration,,39,,,
space food,,1,,,
space missions,,1,,,
space movies,,1,,,
space organization,,1,,,
space photos,,1,,,
space race,,1,,,
space shuttle,,1,,,
space station,,1,,,
space suit,,1,,,
space tech,,1,,,
space time,,4,,,
space time continuum,,1,,,
space tourism,,2,,,
space travel,,4,,,
spaceships,,1,,,
spacewalk,,1,,,
spatial awareness,,2,,,
spatial puzzles,,1,,,
spatial reasoning,,7,,,
speakers,,1,,,
speaking,,1,,,
special education,,2,,,
special relativity,,2,,,
specialist,,1,,,
specialization,,7,,,
specialized knowledge,,2,,,
species,,1,,,
spectacle,,1,,,
speech,,1,,,
speech class,,2,,,
speech generating device,,1,,,
speech recognition,,3,,,
speech synthesizer,,1,,,
speed,,2,,potentially an acronym,Subsistence Preparation by Electronic Energy Diffusion
speed chess,,1,,,
spelling bee champion,,1,,,
spelling bees,,1,,,
spies,,11,,,
spiritual enlightenment,,1,,,
spiritual growth,,1,,,
spiritual leaders,,1,,,
spirituality,,1,,,
sponsors,,1,,,
spooky action,,1,,,
sports,,6,,,
sports achievements,,1,,,
sports awards,,1,,,
sports betting,,1,,,
sports car,,1,,,
sports coach,,1,,,
sports coaching,,1,,,
sports facts,,1,,,
sports magazines,,1,,,
sports plays,,1,,,
sports statistics,,3,,,
sports strategies,,3,,,
sports team,,1,,,
sports team tryouts,,1,,,
sports tryouts,,1,,,
spot the difference,,1,,,
spreadsheet,,1,,,
spreadsheets,,2,,,
spring break,,1,,,
spy,,2,,,
spy cameras,,1,,,
spy gadgets,,2,,,
spy movies,,2,,,
spy networks,,3,,,
spy novels,,2,,,
spyware,,2,,,
squares,,1,,,
stalemate,,5,,,
standard deviation,,3,,,
standardized testing,,8,,,
standardized tests,,4,,,
stars,,1,,,
stars in the sky,,1,,,
start up businesses,,1,,,
start ups,,2,,,
starting a business,,2,,,
starting college,,1,,,
startup,,1,,,
startup founders,,1,,,
startups,,20,,,
state scholarships,,1,,,
statistical analysis,,1,,,
statistical models,,1,,,
statistical software,,2,,,
statistics,,18,,,
statutes,,1,,,
stealth,,1,,,
stealth technology,,1,,,
steam engine,,1,,,
steganography,,1,likely misspelled,,
stellar,,1,,,
stellar nucleosynthesis,,1,likely misspelled,,
stem cell research,,1,,,
stem cells,,1,,,
step counter,,1,,,
stereotype,,1,,,
stimulating topics,,1,,,
stipends,,1,,,
stock market,,2,,,
stock options,,1,,,
stock trading algorithms,,1,,,
stocks,,2,,,
stories,,2,,,
story,,1,,,
storytelling,,10,,,
straight A s,,2,,,
strategic,,3,,,
strategic advantage,,1,,,
strategic analysis,,1,,,
strategic decisions,,1,,,
strategic games,,1,,,
strategic learning,,1,,,
strategic partnerships,,1,,,
strategic planning,,10,,,
strategic thinking,,7,,,
strategies,,5,,,
strategizing,,1,likely misspelled,,
strategy,,33,,,
strategy game,,1,,,
strategy games,,19,,,
streaming services,,6,,,
street ethics,,1,,,
street rules,,1,,,
street savvy,,1,,,
street smart,,7,,,
street smarts,,5,,,
street talk understanding,,1,,,
streetwise,,3,,,
stress,,14,,,
stress management,,5,,,
strict,,2,,,
string theory,,5,,,
stroke,,1,,,
strong,,1,,,
strong family bonds,,1,,,
strong family ties,,1,,,
strong relationships,,1,,,
structural analysis,,1,,,
structural engineering,,1,,,
structural linguistics,,1,,,
structuralism,,1,,,
structure,,3,,,
structured format,,1,,,
student,,1,,,
student advising,,2,,,
student confidence,,1,,,
student council,,2,,,
student debt,,3,,,
student debt relief,,1,,,
student engagement,,1,,,
student life,,1,,,
student loans,,16,,,
student of the month,,1,,,
student speeches,,1,,,
student union,,1,,,
students,,4,,,
studies,,11,,,
studious,,1,,,
study,,43,,,
study abroad,,13,,,
study abroad experience,,1,,,
study abroad experiences,,1,,,
study abroad programs,,1,,,
study apps,,2,,,
study break,,1,,,
study group,,4,,,
study groups,,16,,,
study guide,,1,,,
study guides,,7,,,
study habits,,4,,,
study hall,,3,,,
study halls,,1,,,
study music,,2,,,
study night,,1,,,
study notes,,1,,,
study sessions,,4,,,
study skills,,1,,,
studying,,42,,,
studying abroad,,2,,,
studying groups,,1,,,
studying hard,,1,,,
studying late,,1,,,
studying music,,1,,,
style,,2,,,
stylish fashion,,1,,,
subconscious,,2,,,
subtitled movies,,1,,,
subtraction,,1,,,
success,,30,,,
success story,,1,,,
successful,,1,,,
sudoku,,1,likely misspelled,,
suit,,1,,,
suited up,,1,,,
suits,,1,,,
summaries,,1,,,
summer break,,2,,,
summer internships,,1,,,
summer reading,,1,,,
summer school,,3,,,
summer vacation,,2,,,
summer vacations,,1,,,
sun,,1,,potentially an acronym,Soviet Union
sunlight,,1,,,
supercomputers,,1,,,
superconducting circuits,,1,,,
superconductivity,,1,,,
superconductors,,1,,,
superhero powers,,1,,,
superior,,1,,,
superior academic performance,,1,,,
supernova,,1,,,
superposition,,3,,,
superstring theory,,1,likely misspelled,,
supervisor,,1,,,
supply chain optimization,,1,,,
support,,6,,,
support networks,,1,,,
supportive,,1,,,
supportive comments,,1,,,
supportive friends,,1,,,
surgery,,2,,,
surprise questions,,1,,,
surveillance,,5,,,
surveillance cameras,,2,,,
surveillance drones,,1,,,
survey,,4,,,
surveys,,4,,,
survival,,2,,,
survival of the fittest,,1,,,
survival skills,,6,,,
sustainability,,10,,,
sustainability in tech,,1,,,
sustainable agriculture,,1,,,
sustainable agriculture practices,,1,,,
sustainable development,,2,,,
sustainable farming,,1,,,
sustainable living,,1,,,
sweater,,1,,,
swift,,1,,,
syllabus,,4,,,
syllogism,,3,,,
syllogisms,,1,,,
symbol,,1,,,
symbolic interactionism,,1,likely misspelled,,
symbolic logic,,2,,,
symbolism,,2,,,
symbols,,3,,,
symmetric keys,,2,,,
symmetry,,1,,,
sympathy,,5,,,
synaptic,,1,,,
synaptic connections,,1,,,
synaptic plasticity,,5,,,
synaptic transmission,,3,,,
syntax,,7,,,
syntax trees,,1,,,
synthesis,,4,,,
synthetic rubber,,1,,,
system administration,,1,,,
systems thinking,,3,,,
tablets,,4,,,
taboos,,1,,,
tactical,,3,,,
tactical gear,,1,,,
tactical motifs,,1,,,
tactical skills,,1,,,
tactical thinker,,1,,,
tactics,,3,,,
tailor,,1,,,
taking notes,,1,,,
talent,,2,,,
talent identification,,1,,,
talented,,5,,,
talented youth,,1,,,
talents,,2,,,
tang,,1,,,
tangrams,,1,likely misspelled,,
tattoo art,,1,,,
tax refunds,,1,,,
taxes,,1,,,
teacher,,10,,,
teacher appreciation,,1,,,
teacher conferences,,2,,,
teacher feedback,,1,,,
teacher s pet,,3,,,
teacher training,,1,,,
teachers,,27,,,
teaching,,3,,,
teaching assistant,,2,,,
teaching assistants,,1,,,
teaching someone a skill,,1,,,
teachings,,3,,,
team,,1,,,
team building,,2,,,
team collaboration,,1,,,
team practices,,1,,,
team trials,,1,,,
team trophies,,1,,,
teamwork,,24,,,
teamwork skills,,1,,,
tech,,2,,,
tech companies,,4,,,
tech entrepreneur,,1,,,
tech entrepreneurs,,1,,,
tech gadgets,,2,,,
tech genius,,1,,,
tech geniuses,,1,,,
tech hubs,,1,,,
tech icon,,1,,,
tech industry,,6,,,
tech jobs,,2,,,
tech mogul,,1,,,
tech moguls,,1,,,
tech savvy,,4,,,
tech startups,,8,,,
tech support,,1,,,
tech transfer,,1,,,
technical abilities,,1,,,
technical skills,,2,,,
technical writing,,1,,,
technological advancement,,1,,,
technology,,102,,,
technology advancements,,2,,,
technology companies,,2,,,
technology experts,,2,,,
technology pioneer,,3,,,
technology proficient,,1,,,
technology race,,1,,,
technology updates,,1,,,
technology use,,1,,,
telecommunication,,1,,,
telehealth,,1,likely misspelled,,
telemedicine,,9,likely misspelled,,
telephone,,3,,,
telescopes,,7,,,
television,,3,,,
tensor field,,1,,,
tensors,,1,,,
tenure,,7,,,
tenure track,,1,,,
term papers,,6,,,
terrorism,,1,,,
test,,1,,potentially an acronym,Thesaurus of Engineering and Scientific Terms
test anxiety,,2,,,
test results,,1,,,
test score,,1,,,
test scores,,5,,,
test tubes,,2,,,
testing,,2,,,
tests,,26,,,
text abbreviations,,1,,,
